"kodewilayah","provinsi","kabupatenkota","kecamatan"
350416,"Jawa Timur","Kab. Tulungagung","Campurdarat"
350417,"Jawa Timur","Kab. Tulungagung","Bandung"
350418,"Jawa Timur","Kab. Tulungagung","Pakel"
350419,"Jawa Timur","Kab. Tulungagung","Tanggunggunung"
350501,"Jawa Timur","Kab. Blitar","Wonodadi"
350502,"Jawa Timur","Kab. Blitar","Udanawu"
350503,"Jawa Timur","Kab. Blitar","Srengat"
350504,"Jawa Timur","Kab. Blitar","Kademangan"
350505,"Jawa Timur","Kab. Blitar","Bakung"
350506,"Jawa Timur","Kab. Blitar","Ponggok"
350507,"Jawa Timur","Kab. Blitar","Sanankulon"
350508,"Jawa Timur","Kab. Blitar","Wonotirto"
350509,"Jawa Timur","Kab. Blitar","Nglegok"
350510,"Jawa Timur","Kab. Blitar","Kanigoro"
350511,"Jawa Timur","Kab. Blitar","Garum"
350512,"Jawa Timur","Kab. Blitar","Sutojayan"
350513,"Jawa Timur","Kab. Blitar","Panggungrejo"
350514,"Jawa Timur","Kab. Blitar","Talun"
350515,"Jawa Timur","Kab. Blitar","Gandusari"
350516,"Jawa Timur","Kab. Blitar","Binangun"
350517,"Jawa Timur","Kab. Blitar","Wlingi"
350518,"Jawa Timur","Kab. Blitar","Doko"
350519,"Jawa Timur","Kab. Blitar","Kesamben"
350520,"Jawa Timur","Kab. Blitar","Wates"
350521,"Jawa Timur","Kab. Blitar","Selorejo"
350522,"Jawa Timur","Kab. Blitar","Selopuro"
350601,"Jawa Timur","Kab. Kediri","Semen"
350602,"Jawa Timur","Kab. Kediri","Mojo"
350603,"Jawa Timur","Kab. Kediri","Kras"
350604,"Jawa Timur","Kab. Kediri","Ngadiluwih"
350605,"Jawa Timur","Kab. Kediri","Kandat"
350606,"Jawa Timur"," ","Wates"
350607,"Jawa Timur","Kab. Kediri","Ngancar"
350608,"Jawa Timur","Kab. Kediri","Puncu"
350609,"Jawa Timur","Kab. Kediri","Plosoklaten"
350610,"Jawa Timur","Kab. Kediri","Gurah"
350611,"Jawa Timur","Kab. Kediri","Pagu"
350612,"Jawa Timur","Kab. Kediri","Gampengrejo"
350613,"Jawa Timur","Kab. Kediri","Grogol"
350614,"Jawa Timur","Kab. Kediri","Papar"
350615,"Jawa Timur","Kab. Kediri","Purwoasri"
350616,"Jawa Timur","Kab. Kediri","Plemahan"
350617,"Jawa Timur","Kab. Kediri","Pare"
350618,"Jawa Timur","Kab. Kediri","Kepung"
350619,"Jawa Timur","Kab. Kediri","Kandangan"
350620,"Jawa Timur","Kab. Kediri","Tarokan"
350621,"Jawa Timur","Kab. Kediri","Kunjang"
350622,"Jawa Timur","Kab. Kediri","Banyakan"
350623,"Jawa Timur","Kab. Kediri","Ringinrejo"
350624,"Jawa Timur","Kab. Kediri","Kayen Kidul"
350625,"Jawa Timur","Kab. Kediri","Ngasem"
350626,"Jawa Timur","Kab. Kediri","Badas"
350701,"Jawa Timur","Kab. Malang","Donomulyo"
350702,"Jawa Timur","Kab. Malang","Pagak"
350703,"Jawa Timur","Kab. Malang","Bantur"
350704,"Jawa Timur","Kab. Malang","Sumbermanjing Wetan"
350705,"Jawa Timur","Kab. Malang","Dampit"
350706,"Jawa Timur","Kab. Malang","Ampelgading"
350707,"Jawa Timur","Kab. Malang","Poncokusumo"
350708,"Jawa Timur","Kab. Malang","Wajak"
350709,"Jawa Timur","Kab. Malang","Turen"
350710,"Jawa Timur","Kab. Malang","Gondanglegi"
350711,"Jawa Timur","Kab. Malang","Kalipare"
350712,"Jawa Timur","Kab. Malang","Sumberpucung"
350713,"Jawa Timur","Kab. Malang","Kepanjen"
350714,"Jawa Timur","Kab. Malang","Bululawang"
350715,"Jawa Timur","Kab. Malang","Tajinan"
350716,"Jawa Timur","Kab. Malang","Tumpang"
350717,"Jawa Timur","Kab. Malang","Jabung"
350718,"Jawa Timur","Kab. Malang","Pakis"
350719,"Jawa Timur","Kab. Malang","Pakisaji"
350720,"Jawa Timur","Kab. Malang","Ngajung"
350721,"Jawa Timur","Kab. Malang","Wagir"
350722,"Jawa Timur","Kab. Malang","Dau"
350723,"Jawa Timur","Kab. Malang","Karang Ploso"
350724,"Jawa Timur","Kab. Malang","Singosari"
350725,"Jawa Timur","Kab. Malang","Lawang"
350726,"Jawa Timur","Kab. Malang","Pujon"
350727,"Jawa Timur","Kab. Malang","Ngantang"
350728,"Jawa Timur","Kab. Malang","Kasembon"
350729,"Jawa Timur","Kab. Malang","Gedangan"
350730,"Jawa Timur","Kab. Malang","Tirtoyudo"
350731,"Jawa Timur","Kab. Malang","Kromengan"
350732,"Jawa Timur","Kab. Malang","Wonosari"
350733,"Jawa Timur","Kab. Malang","Pagelaran"
350801,"Jawa Timur","Kab. Lumajang","Tempursari"
350802,"Jawa Timur","Kab. Lumajang","Pronojiwo"
350803,"Jawa Timur","Kab. Lumajang","Candipuro"
350804,"Jawa Timur","Kab. Lumajang","Pasirian"
350805,"Jawa Timur","Kab. Lumajang","Tempeh"
350806,"Jawa Timur","Kab. Lumajang","Kunir"
350807,"Jawa Timur","Kab. Lumajang","Yosowilangun"
350808,"Jawa Timur","Kab. Lumajang","Rowokangkung"
350809,"Jawa Timur","Kab. Lumajang","Tekung"
350810,"Jawa Timur","Kab. Lumajang","Lumajang"
350811,"Jawa Timur","Kab. Lumajang","Pasrujambe"
350812,"Jawa Timur","Kab. Lumajang","Senduro"
350813,"Jawa Timur","Kab. Lumajang","Gucialit"
350814,"Jawa Timur","Kab. Lumajang","Padang"
350815,"Jawa Timur","Kab. Lumajang","Sukodono"
350816,"Jawa Timur","Kab. Lumajang","Kedungjajang"
350817,"Jawa Timur","Kab. Lumajang","Jatiroto"
350818,"Jawa Timur","Kab. Lumajang","Randuagung"
350819,"Jawa Timur","Kab. Lumajang","Klakah"
350820,"Jawa Timur","Kab. Lumajang","Ranuyoso"
350821,"Jawa Timur","Kab. Lumajang","Sumbersuko"
350901,"Jawa Timur","Kab. Jember","Jombang"
350902,"Jawa Timur","Kab. Jember","Kencong"
350903,"Jawa Timur","Kab. Jember","Sumberbaru"
350904,"Jawa Timur","Kab. Jember","Gumukmas"
350905,"Jawa Timur","Kab. Jember","Umbulsari"
350906,"Jawa Timur","Kab. Jember","Tanggul"
350907,"Jawa Timur","Kab. Jember","Semboro"
350908,"Jawa Timur","Kab. Jember","Puger"
350909,"Jawa Timur","Kab. Jember","Bangsalsari"
350910,"Jawa Timur","Kab. Jember","Balung"
350911,"Jawa Timur","Kab. Jember","Wuluhan"
350912,"Jawa Timur","Kab. Jember","Ambulu"
350913,"Jawa Timur","Kab. Jember","Rambipuji"
350914,"Jawa Timur","Kab. Jember","Panti"
350915,"Jawa Timur","Kab. Jember","Sukorambi"
350916,"Jawa Timur","Kab. Jember","Jenggawah"
350917,"Jawa Timur","Kab. Jember","Ajung"
350918,"Jawa Timur","Kab. Jember","Tempurejo"
350919,"Jawa Timur","Kab. Jember","Kaliwates"
350920,"Jawa Timur","Kab. Jember","Patrang"
350921,"Jawa Timur","Kab. Jember","Sumbersari"
350922,"Jawa Timur","Kab. Jember","Arjasa"
350923,"Jawa Timur","Kab. Jember","Mumbulsari"
350924,"Jawa Timur","Kab. Jember","Pakusari"
350925,"Jawa Timur","Kab. Jember","Jelbuk"
350926,"Jawa Timur","Kab. Jember","Mayang"
350927,"Jawa Timur","Kab. Jember","Kalisat"
350928,"Jawa Timur","Kab. Jember","Ledokombo"
350929,"Jawa Timur","Kab. Jember","Sukowono"
350930,"Jawa Timur","Kab. Jember","Silo"
350931,"Jawa Timur","Kab. Jember","Sumberjambe"
351001,"Jawa Timur","Kab. Banyuwangi","Pesanggaran"
351002,"Jawa Timur","Kab. Banyuwangi","Bangorejo"
351003,"Jawa Timur","Kab. Banyuwangi","Purwoharjo"
351004,"Jawa Timur","Kab. Banyuwangi","Tegaldlimo"
351005,"Jawa Timur","Kab. Banyuwangi","Muncar"
351006,"Jawa Timur","Kab. Banyuwangi","Cluring"
351007,"Jawa Timur","Kab. Banyuwangi","Gambiran"
351008,"Jawa Timur","Kab. Banyuwangi","Srono"
351009,"Jawa Timur","Kab. Banyuwangi","Genteng"
351010,"Jawa Timur","Kab. Banyuwangi","Glenmore"
351011,"Jawa Timur","Kab. Banyuwangi","Kalibaru"
351012,"Jawa Timur","Kab. Banyuwangi","Singojuruh"
351013,"Jawa Timur","Kab. Banyuwangi","Rogojampi"
351014,"Jawa Timur","Kab. Banyuwangi","Kabat"
351015,"Jawa Timur","Kab. Banyuwangi","Glagah"
351016,"Jawa Timur","Kab. Banyuwangi","Banyuwangi"
351017,"Jawa Timur","Kab. Banyuwangi","Giri"
351018,"Jawa Timur","Kab. Banyuwangi","Wongsorejo"
351019,"Jawa Timur","Kab. Banyuwangi","Songgon"
351020,"Jawa Timur","Kab. Banyuwangi","Sempu"
351021,"Jawa Timur","Kab. Banyuwangi","Kalipuro"
351022,"Jawa Timur","Kab. Banyuwangi","Siliragung"
351023,"Jawa Timur","Kab. Banyuwangi","Tegalsari"
351024,"Jawa Timur","Kab. Banyuwangi","Licin"
351101,"Jawa Timur","Kab. Bondowoso","Maesan"
351102,"Jawa Timur","Kab. Bondowoso","Tamanan"
351103,"Jawa Timur","Kab. Bondowoso","Tlogosari"
351104,"Jawa Timur","Kab. Bondowoso","Sukosari"
351105,"Jawa Timur","Kab. Bondowoso","Pujer"
351106,"Jawa Timur","Kab. Bondowoso","Grujugan"
351107,"Jawa Timur","Kab. Bondowoso","Curahdami"
351108,"Jawa Timur","Kab. Bondowoso","Tenggarang"
351109,"Jawa Timur","Kab. Bondowoso","Wonosari"
351110,"Jawa Timur","Kab. Bondowoso","Tapen"
351111,"Jawa Timur","Kab. Bondowoso","Bondowoso"
351112,"Jawa Timur","Kab. Bondowoso","Wringin"
351113,"Jawa Timur","Kab. Bondowoso","Tegalampel"
351114,"Jawa Timur","Kab. Bondowoso","Klabang"
351115,"Jawa Timur","Kab. Bondowoso","Cermee"
351116,"Jawa Timur","Kab. Bondowoso","Prajekan"
351117,"Jawa Timur","Kab. Bondowoso","Pakem"
351118,"Jawa Timur","Kab. Bondowoso","Sumberwringin"
351119,"Jawa Timur","Kab. Bondowoso","Sempol"
351120,"Jawa Timur","Kab. Bondowoso","Binakal"
351121,"Jawa Timur","Kab. Bondowoso","Taman Krocok"
351122,"Jawa Timur","Kab. Bondowoso","Botolinggo"
351123,"Jawa Timur","Kab. Bondowoso","Jambesari Darus Sholah"
351201,"Jawa Timur","Kab. Situbondo","Jatibanteng"
351202,"Jawa Timur","Kab. Situbondo","Besuki"
351203,"Jawa Timur","Kab. Situbondo","Suboh"
351204,"Jawa Timur","Kab. Situbondo","Mlandingan"
351205,"Jawa Timur","Kab. Situbondo","Kendit"
351206,"Jawa Timur","Kab. Situbondo","Panarukan"
351207,"Jawa Timur","Kab. Situbondo","Situbondo"
351208,"Jawa Timur","Kab. Situbondo","Panji"
351209,"Jawa Timur","Kab. Situbondo","Mangaran"
351210,"Jawa Timur","Kab. Situbondo","Kapongan"
351211,"Jawa Timur","Kab. Situbondo","Arjasa"
351212,"Jawa Timur","Kab. Situbondo","Jangkar"
351213,"Jawa Timur","Kab. Situbondo","Asembagus"
351214,"Jawa Timur","Kab. Situbondo","Banyuputih"
351215,"Jawa Timur","Kab. Situbondo","Sumbermalang"
351216,"Jawa Timur","Kab. Situbondo","Banyuglugur"
351217,"Jawa Timur","Kab. Situbondo","Bungatan"
351301,"Jawa Timur","Kab. Proboinggo","Sukapura"
351302,"Jawa Timur","Kab. Proboinggo","Sumber"
351303,"Jawa Timur","Kab. Proboinggo","Kuripan"
351304,"Jawa Timur","Kab. Proboinggo","Bantaran"
351305,"Jawa Timur","Kab. Proboinggo","Leces"
351306,"Jawa Timur","Kab. Proboinggo","Banyuanyar"
351307,"Jawa Timur","Kab. Proboinggo","Tiris"
351308,"Jawa Timur","Kab. Proboinggo","Krucil"
351309,"Jawa Timur","Kab. Proboinggo","Gading"
351310,"Jawa Timur","Kab. Proboinggo","Pakuniran"
351311,"Jawa Timur","Kab. Proboinggo","Kotaanyar"
351312,"Jawa Timur","Kab. Proboinggo","Paiton"
351313,"Jawa Timur","Kab. Proboinggo","Besuk"
351314,"Jawa Timur","Kab. Proboinggo","Kraksaan"
351315,"Jawa Timur","Kab. Proboinggo","Krejengan"
351316,"Jawa Timur","Kab. Proboinggo","Pejarakan"
351317,"Jawa Timur","Kab. Proboinggo","Maron"
351318,"Jawa Timur","Kab. Proboinggo","Gending"
351319,"Jawa Timur","Kab. Proboinggo","Dringu"
351320,"Jawa Timur","Kab. Proboinggo","Tegalsiwalan"
351321,"Jawa Timur","Kab. Proboinggo","Sumberasih"
351322,"Jawa Timur","Kab. Proboinggo","Wonomerto"
351323,"Jawa Timur","Kab. Proboinggo","Tongas"
351324,"Jawa Timur","Kab. Proboinggo","Lumbang"
351401,"Jawa Timur","Kab. Pasuruan","Purwodadi"
351402,"Jawa Timur","Kab. Pasuruan","Tutur"
351403,"Jawa Timur","Kab. Pasuruan","Puspo"
351404,"Jawa Timur","Kab. Pasuruan","Lumbang"
351405,"Jawa Timur","Kab. Pasuruan","Pasrepan"
351406,"Jawa Timur","Kab. Pasuruan","Kejayan"
351407,"Jawa Timur","Kab. Pasuruan","Wonorejo"
351408,"Jawa Timur","Kab. Pasuruan","Purwosari"
351409,"Jawa Timur","Kab. Pasuruan","Sukorejo"
351410,"Jawa Timur","Kab. Pasuruan","Prigen"
351411,"Jawa Timur","Kab. Pasuruan","Pandaan"
351412,"Jawa Timur","Kab. Pasuruan","Gempol"
351413,"Jawa Timur","Kab. Pasuruan","Beji"
351414,"Jawa Timur","Kab. Pasuruan","Bangil"
351415,"Jawa Timur","Kab. Pasuruan","Rembang"
351416,"Jawa Timur","Kab. Pasuruan","Kraton"
351417,"Jawa Timur","Kab. Pasuruan","Pohjentrek"
351418,"Jawa Timur","Kab. Pasuruan","Gondangwetan"
351419,"Jawa Timur","Kab. Pasuruan","Winongan"
351420,"Jawa Timur","Kab. Pasuruan","Grati"
351421,"Jawa Timur","Kab. Pasuruan","Nguling"
351422,"Jawa Timur","Kab. Pasuruan","Lekok"
351423,"Jawa Timur","Kab. Pasuruan","Rejoso"
351424,"Jawa Timur","Kab. Pasuruan","Tosari"
351501,"Jawa Timur","Kab. Sidoarjo","Tarik"
351502,"Jawa Timur","Kab. Sidoarjo","Prambon"
351503,"Jawa Timur","Kab. Sidoarjo","Krembung"
351504,"Jawa Timur","Kab. Sidoarjo","Porong"
351505,"Jawa Timur","Kab. Sidoarjo","Jabon"
351506,"Jawa Timur","Kab. Sidoarjo","Tanggulangin"
351507,"Jawa Timur","Kab. Sidoarjo","Candi"
351508,"Jawa Timur","Kab. Sidoarjo","Sidoarjo"
351509,"Jawa Timur","Kab. Sidoarjo","Tulangan"
351510,"Jawa Timur","Kab. Sidoarjo","Wonoayu"
351511,"Jawa Timur","Kab. Sidoarjo","Krian"
351512,"Jawa Timur","Kab. Sidoarjo","Balongbendo"
351513,"Jawa Timur","Kab. Sidoarjo","Taman"
351514,"Jawa Timur","Kab. Sidoarjo","Sukodono"
351515,"Jawa Timur","Kab. Sidoarjo","Buduran"
351516,"Jawa Timur","Kab. Sidoarjo","Gedangan"
351517,"Jawa Timur","Kab. Sidoarjo","Sedati"
351518,"Jawa Timur","Kab. Sidoarjo","Waru"
351601,"Jawa Timur","Kab. Mojokerto","Jatirejo"
351602,"Jawa Timur","Kab. Mojokerto","Gondang"
351603,"Jawa Timur","Kab. Mojokerto","Pacet"
351604,"Jawa Timur","Kab. Mojokerto","Trawas"
351605,"Jawa Timur","Kab. Mojokerto","Ngoro"
351606,"Jawa Timur","Kab. Mojokerto","Pungging"
351607,"Jawa Timur","Kab. Mojokerto","Kutorejo"
351608,"Jawa Timur","Kab. Mojokerto","Mojosari"
351609,"Jawa Timur","Kab. Mojokerto","Dlanggu"
351610,"Jawa Timur","Kab. Mojokerto","Bangsal"
351611,"Jawa Timur","Kab. Mojokerto","Puri"
351612,"Jawa Timur","Kab. Mojokerto","Trowulan"
351613,"Jawa Timur","Kab. Mojokerto","Sooko"
351614,"Jawa Timur","Kab. Mojokerto","Gedeg"
351615,"Jawa Timur","Kab. Mojokerto","Kemlagi"
351616,"Jawa Timur","Kab. Mojokerto","Jetis"
351617,"Jawa Timur","Kab. Mojokerto","Dawarblandong"
351618,"Jawa Timur","Kab. Mojokerto","Mojoanyar"
351701,"Jawa Timur","Kab. Jombang","Perak"
351702,"Jawa Timur","Kab. Jombang","Gudo"
351703,"Jawa Timur","Kab. Jombang","Ngoro"
351704,"Jawa Timur","Kab. Jombang","Bareng"
351705,"Jawa Timur","Kab. Jombang","Wonosalam"
351706,"Jawa Timur","Kab. Jombang","Mojoagung"
351707,"Jawa Timur","Kab. Jombang","Mojowarno"
351708,"Jawa Timur","Kab. Jombang","Diwek"
351709,"Jawa Timur","Kab. Jombang","Jombang"
351710,"Jawa Timur","Kab. Jombang","Peterongan"
351711,"Jawa Timur","Kab. Jombang","Sumobito"
351712,"Jawa Timur","Kab. Jombang","Kesamben"
351713,"Jawa Timur","Kab. Jombang","Tembelang"
351714,"Jawa Timur","Kab. Jombang","Ploso"
351715,"Jawa Timur","Kab. Jombang","Plandaan"
351716,"Jawa Timur","Kab. Jombang","Kabuh"
351717,"Jawa Timur","Kab. Jombang","Kudu"
351718,"Jawa Timur","Kab. Jombang","Bandarkedungmulyo"
351719,"Jawa Timur","Kab. Jombang","Jogoroto"
351720,"Jawa Timur","Kab. Jombang","Megaluh"
351721,"Jawa Timur","Kab. Jombang","Ngusikan"
351801,"Jawa Timur","Kab. Nganjuk","Sawahan"
351802,"Jawa Timur","Kab. Nganjuk","Ngetos"
351803,"Jawa Timur","Kab. Nganjuk","Berbek"
351804,"Jawa Timur","Kab. Nganjuk","Loceret"
351805,"Jawa Timur","Kab. Nganjuk","Pace"
351806,"Jawa Timur","Kab. Nganjuk","Prambon"
351807,"Jawa Timur","Kab. Nganjuk","Ngronggot"
351808,"Jawa Timur","Kab. Nganjuk","Kertosono"
351809,"Jawa Timur","Kab. Nganjuk","Patianrowo"
351810,"Jawa Timur","Kab. Nganjuk","Baron"
351811,"Jawa Timur","Kab. Nganjuk","Tanjunganom"
351812,"Jawa Timur","Kab. Nganjuk","Sukomoro"
351813,"Jawa Timur","Kab. Nganjuk","Nganjuk"
351814,"Jawa Timur","Kab. Nganjuk","Bagor"
351815,"Jawa Timur","Kab. Nganjuk","Wilangan"
351816,"Jawa Timur","Kab. Nganjuk","Rejoso"
351817,"Jawa Timur","Kab. Nganjuk","Gondang"
351818,"Jawa Timur","Kab. Nganjuk","Ngluyu"
351819,"Jawa Timur","Kab. Nganjuk","Lengkong"
351820,"Jawa Timur","Kab. Nganjuk","Jatikalen"
351901,"Jawa Timur","Kab. Madiun","Kebon Sari"
351902,"Jawa Timur","Kab. Madiun","Dolopo"
351903,"Jawa Timur","Kab. Madiun","Geger"
351904,"Jawa Timur","Kab. Madiun","Dagangan"
351905,"Jawa Timur","Kab. Madiun","Kare"
351906,"Jawa Timur","Kab. Madiun","Gemarang"
351907,"Jawa Timur","Kab. Madiun","Wungu"
351908,"Jawa Timur","Kab. Madiun","Madiun"
351909,"Jawa Timur","Kab. Madiun","Jiwan"
351910,"Jawa Timur","Kab. Madiun","Balerejo"
351911,"Jawa Timur","Kab. Madiun","Mejayan"
351912,"Jawa Timur","Kab. Madiun","Saradan"
351913,"Jawa Timur","Kab. Madiun","Pilangkenceng"
351914,"Jawa Timur","Kab. Madiun","Sawahan"
351915,"Jawa Timur","Kab. Madiun","Wonoasri"
352001,"Jawa Timur","Kab. Magetan","Poncol"
352002,"Jawa Timur","Kab. Magetan","Parang"
352003,"Jawa Timur","Kab. Magetan","Lembeyan"
352004,"Jawa Timur","Kab. Magetan","Takeran"
352005,"Jawa Timur","Kab. Magetan","Kawedanan"
352006,"Jawa Timur","Kab. Magetan","Magetan"
352007,"Jawa Timur","Kab. Magetan","Plaosan"
352008,"Jawa Timur","Kab. Magetan","Panekan"
352009,"Jawa Timur","Kab. Magetan","Sukomoro"
352010,"Jawa Timur","Kab. Magetan","Bendo"
352011,"Jawa Timur","Kab. Magetan","Maospati"
352012,"Jawa Timur","Kab. Magetan","Barat"
352013,"Jawa Timur","Kab. Magetan","Karangrejo"
352014,"Jawa Timur","Kab. Magetan","Karas"
352015,"Jawa Timur","Kab. Magetan","Kartoharjo"
352016,"Jawa Timur","Kab. Magetan","Ngariboyo"
352017,"Jawa Timur","Kab. Magetan","Nguntoronadi"
352018,"Jawa Timur","Kab. Magetan","Sidorejo"
352101,"Jawa Timur","Kab. Ngawi","Sine"
352102,"Jawa Timur","Kab. Ngawi","Ngrambe"
352103,"Jawa Timur","Kab. Ngawi","Jogorogo"
352104,"Jawa Timur","Kab. Ngawi","Kendal"
352105,"Jawa Timur","Kab. Ngawi","Geneng"
352106,"Jawa Timur","Kab. Ngawi","Kwadungan"
352107,"Jawa Timur","Kab. Ngawi","Karangjati"
352108,"Jawa Timur","Kab. Ngawi","Padas"
352109,"Jawa Timur","Kab. Ngawi","Ngawi"
352110,"Jawa Timur","Kab. Ngawi","Paron"
352111,"Jawa Timur","Kab. Ngawi","Kedunggalar"
352112,"Jawa Timur","Kab. Ngawi","Widodaren"
352113,"Jawa Timur","Kab. Ngawi","Mantingan"
352114,"Jawa Timur","Kab. Ngawi","Pangkur"
352115,"Jawa Timur","Kab. Ngawi","Bringin"
352116,"Jawa Timur","Kab. Ngawi","Pitu"
352117,"Jawa Timur","Kab. Ngawi","Karanganyar"
352118,"Jawa Timur","Kab. Ngawi","Gerih"
352119,"Jawa Timur","Kab. Ngawi","Kasreman"
352201,"Jawa Timur","Kab. Bojonegoro","Ngraho"
352202,"Jawa Timur","Kab. Bojonegoro","Tambakrejo"
352203,"Jawa Timur","Kab. Bojonegoro","Ngambon"
352204,"Jawa Timur","Kab. Bojonegoro","Ngasem"
352205,"Jawa Timur","Kab. Bojonegoro","Bubulan"
352206,"Jawa Timur","Kab. Bojonegoro","Dander"
352207,"Jawa Timur","Kab. Bojonegoro","Sugihwaras"
352208,"Jawa Timur","Kab. Bojonegoro","Kedungadem"
352209,"Jawa Timur","Kab. Bojonegoro","Kepoh Baru"
352210,"Jawa Timur","Kab. Bojonegoro","Baureno"
352211,"Jawa Timur","Kab. Bojonegoro","Kanor"
352212,"Jawa Timur","Kab. Bojonegoro","Sumberejo"
352213,"Jawa Timur","Kab. Bojonegoro","Balen"
352214,"Jawa Timur","Kab. Bojonegoro","Kapas"
352215,"Jawa Timur","Kab. Bojonegoro","Bojonegoro"
352216,"Jawa Timur","Kab. Bojonegoro","Kalitidu"
352217,"Jawa Timur","Kab. Bojonegoro","Malo"
352218,"Jawa Timur","Kab. Bojonegoro","Purwosari"
352219,"Jawa Timur","Kab. Bojonegoro","Padangan"
352220,"Jawa Timur","Kab. Bojonegoro","Kasiman"
352221,"Jawa Timur","Kab. Bojonegoro","Temayang"
352222,"Jawa Timur","Kab. Bojonegoro","Margomulyo"
352223,"Jawa Timur","Kab. Bojonegoro","Trucuk"
352224,"Jawa Timur","Kab. Bojonegoro","Sukosewu"
352225,"Jawa Timur","Kab. Bojonegoro","Kedewan"
352226,"Jawa Timur","Kab. Bojonegoro","Gondang"
352227,"Jawa Timur","Kab. Bojonegoro","Sekar"
352228,"Jawa Timur","Kab. Bojonegoro","Gayam"
352301,"Jawa Timur","Kab. Tuban","Kenduruan"
352302,"Jawa Timur","Kab. Tuban","Jatirogo"
352303,"Jawa Timur","Kab. Tuban","Bangilan"
352304,"Jawa Timur","Kab. Tuban","Bancar"
352305,"Jawa Timur","Kab. Tuban","Senori"
352306,"Jawa Timur","Kab. Tuban","Tambakboyo"
352307,"Jawa Timur","Kab. Tuban","Singgahan"
352308,"Jawa Timur","Kab. Tuban","Kerek"
352309,"Jawa Timur","Kab. Tuban","Parengan"
352310,"Jawa Timur","Kab. Tuban","Montong"
352311,"Jawa Timur","Kab. Tuban","Soko"
352312,"Jawa Timur","Kab. Tuban","Jenu"
352313,"Jawa Timur","Kab. Tuban","Merakurak"
352314,"Jawa Timur","Kab. Tuban","Rengel"
352315,"Jawa Timur","Kab. Tuban","Semanding"
352316,"Jawa Timur","Kab. Tuban","Tuban"
352317,"Jawa Timur","Kab. Tuban","Plumpang"
352318,"Jawa Timur","Kab. Tuban","Palang"
352319,"Jawa Timur","Kab. Tuban","Widang"
352320,"Jawa Timur","Kab. Tuban","Grabagan"
352401,"Jawa Timur","Kab. Lamongan","Sukorame"
352402,"Jawa Timur","Kab. Lamongan","Bluluk"
352403,"Jawa Timur","Kab. Lamongan","Modo"
352404,"Jawa Timur","Kab. Lamongan","Ngimbang"
352405,"Jawa Timur","Kab. Lamongan","Babat"
352406,"Jawa Timur","Kab. Lamongan","Kedungpring"
352407,"Jawa Timur","Kab. Lamongan","Brondong"
352408,"Jawa Timur","Kab. Lamongan","Laren"
352409,"Jawa Timur","Kab. Lamongan","Sekaran"
352410,"Jawa Timur","Kab. Lamongan","Maduran"
352411,"Jawa Timur","Kab. Lamongan","Sambeng"
352412,"Jawa Timur","Kab. Lamongan","Sugio"
352413,"Jawa Timur","Kab. Lamongan","Pucuk"
352414,"Jawa Timur","Kab. Lamongan","Paciran"
352415,"Jawa Timur","Kab. Lamongan","Solokuro"
352416,"Jawa Timur","Kab. Lamongan","Mantup"
352417,"Jawa Timur","Kab. Lamongan","Sukodadi"
352418,"Jawa Timur","Kab. Lamongan","Karanggeneng"
352419,"Jawa Timur","Kab. Lamongan","Kembangbahu"
352420,"Jawa Timur","Kab. Lamongan","Kalitengah"
352421,"Jawa Timur","Kab. Lamongan","Turi"
352422,"Jawa Timur","Kab. Lamongan","Lamongan"
352423,"Jawa Timur","Kab. Lamongan","Tikung"
352424,"Jawa Timur","Kab. Lamongan","Karangbinangun"
352425,"Jawa Timur","Kab. Lamongan","Deket"
352426,"Jawa Timur","Kab. Lamongan","Glagah"
352427,"Jawa Timur","Kab. Lamongan","Sarirejo"
352501,"Jawa Timur","Kab. Gresik","Dukun"
352502,"Jawa Timur","Kab. Gresik","Balongpanggang"
352503,"Jawa Timur","Kab. Gresik","Panceng"
352504,"Jawa Timur","Kab. Gresik","Benjeng"
352505,"Jawa Timur","Kab. Gresik","Duduksampeyan"
352506,"Jawa Timur","Kab. Gresik","Wringinanom"
352507,"Jawa Timur","Kab. Gresik","Ujungpangkah"
352508,"Jawa Timur","Kab. Gresik","Kedamean"
352509,"Jawa Timur","Kab. Gresik","Sidayu"
352510,"Jawa Timur","Kab. Gresik","Manyar"
352511,"Jawa Timur","Kab. Gresik","Cerme"
352512,"Jawa Timur","Kab. Gresik","Bungah"
352513,"Jawa Timur","Kab. Gresik","Menganti"
352514,"Jawa Timur","Kab. Gresik","Kebomas"
352515,"Jawa Timur","Kab. Gresik","Driyorejo"
352516,"Jawa Timur","Kab. Gresik","Gresik"
352517,"Jawa Timur","Kab. Gresik","Sangkapura"
352518,"Jawa Timur","Kab. Gresik","Tambak"
352601,"Jawa Timur","Kab. Bangkalan","Bangkalan"
352602,"Jawa Timur","Kab. Bangkalan","Socah"
352603,"Jawa Timur","Kab. Bangkalan","Burneh"
352604,"Jawa Timur","Kab. Bangkalan","Kamal"
352605,"Jawa Timur","Kab. Bangkalan","Arosbaya"
352606,"Jawa Timur","Kab. Bangkalan","Geger"
352607,"Jawa Timur","Kab. Bangkalan","Klampis"
352608,"Jawa Timur","Kab. Bangkalan","Sepulu"
352609,"Jawa Timur","Kab. Bangkalan","Tanjung Bumi"
352610,"Jawa Timur","Kab. Bangkalan","Kokop"
352611,"Jawa Timur","Kab. Bangkalan","Kwanyar"
